,가게이름,리뷰,맛평가
10,브롱스,밖에서 보는 것보다 안에 손님이 많은 곳.유흥가느낌의 건대에서 약간 이태원스러움을 표방하는 곳.조각피자가 기본 안주이고 간단한 사이드가 있으나 다양하지는 않음.맥주는 브롱스자체 맥주도 맛있고 전반적으로 신선도가 나쁘지 않지만 착한 가격을 내세우는 데 반해 용량은 넉넉하지는 않은 듯.2차 혹은 3차로 마시기 좋을거같아요 건대에 들려 이야기할 곳을 원하면 또 탖을 듯 해요.공간이 협소해서 테이블 간 간격이 좁아요,맛있다
11,총각집,"[ 깔끔하고 맛있는 막걸리+ 높은 안주 퀄리티 = 막걸리가 술술 잘 들어가요! ] 골목 중간에 있는데도 사람들이 바글바글했어요. 입소문 타고 오는듯합니다. 주막처럼 인테리어를 해놨어요! • 해물파전과 계절야채무침 1.9  겉바속촉 해물파전! 밀가루보다 오징어,파 등등 재료가 훨-씬 많이 들어가서 넘 좋았어요. 크기가 엄청 큰데 사진만 보면 가늠이 안되네요. 대략적으로 여자 손바닥 4개를 합친 크기였어요. 기름이 잘빠지도록 받침망이 전 아래 깔려있는 세심함까지+_+ 굿굿!  같이 나온 무침이 기름의 느끼함도 잡아줬어요. 겉절이맛!• 통오징어숙회 1.7 (+소면추가 0.2) 통오징어가 말랑말랑 쫄깃쫄깃해요. 소면은 꼭 추가해야합니다. 초고추장이랑 찍어먹다가 귀찮아서 다 섞어먹었는데도 맛있었어요! 상큼함이 좋았어요^_^• 해물순두부찌개 1.2 (+햇반 0.2) 와우. 얼큰하니 계속 떠먹게 돼요. 계란도 풀어져있어서 부드럽게 넘겨지네요. 갑자기 먹다가 밥 땡겨서 밥까지 주문했다니깐요! 근데 밥은 진짜 햇반이에요- 진짜 플라스틱 햇반으로 나와서 살짝쿵 당황^_^ 그래도 꼬들꼬들하고 맛난 햇반과 밥한공기 뚝딱 잘 먹었습니다!- 탁주/약주 - * 요기 대박인게 술을 바꿔 마실때마다 잔도 같이 바꿔줘요! * 제가 원하는 막걸리의 맛을 말하면 직원분께서 친절하게 추천도 해줘요!• 백련미스티 1.0  막걸리 끝맛이 깔끔하게 떨어지는거 처음 먹어봤어요. 진짜 깔끔하고 달콤했어요. 소주같은 쓴맛이 전혀 없고 음료수같지도 않고. 다음에도 또 시킬겁니다. 막걸리를 안섞어먹으면 위에 깔끔하고 투명한 부분 맛을 처음 깨달았어요. 먹으면 먹을수록 쌀가루(?)가 많이 깔려있어서 진해지지만, 미숫가루처럼 걸쭉하니 또 다른 맛있음! • 까메오막걸리 0.7 이것도 백련미스티랑 비슷했는데 더 부드러웠어요. 양도 더 많아요! 그래서 그런지 큰잔으로 주셨어요! 안섞어먹었는데, 가라앉은 쌀가루가 더 많았습니다ㅋ_ㅋ  • 지리산 강쇠 0.6 오미자와 산수유를 이용한 약주에요. 시큼한데 깔끔해요.  시큼한거 좋아하시는분들 추천드려요. 같이 간 일행은 잘 먹더라구요!• 예스더데이 0.6 이름이 끌려 주문했는데, 이건 그냥 탄산감있는 장수막걸리같아서 좀 아쉬웠어요. 첫술로 괜찮을듯해요. 넘 맛있는거 먹다가 이거 먹으니깐 더 아쉬웠던 것 같아요. 그래도 평소에 먹어보지 못한 색다른 술들이 다양하게 있어서 골라먹는 재미가 있습니다. 높은 안주 퀄리티에 누구랑 와도 맛나게 먹을 것 같아요.  다음엔 감자채전 먹으러 재방문 예정입니다! ^_<",맛있다
12,해남닭집,건대에 먹을거 드릅게 없는데 요긴 몰랏네허영만 백반기행보고 메모해둿다간장이랑 후라이드 반반 주문했고 가격이 착했다요날 시어머님생파하고 서울올라온날인데사장님이 신분증을 요구하셨다..^^마스크벗고 몇년생이라 하니 생맥을 맛있게따라주샸다,맛있다
13,해남닭집,친구의 건대 최애 치킨집이에요.가게는 딱 동네 치킨집느낌이에요. 아무래도 위치가 주택가 근처라서 그런지 건대생들도 오지만 주민맛집 같았어요! 일반후라이드 치킨은 딱 옛날 시장치킨맛이에요. 튀김옷 얇고 바삭! 친구는 간장똥집이 제일 맛있대요! 드셔보세요,맛있다
14,아프리카,치킨을 저렴하고 간단하게 먹을 수 있는 곳!,괜찮다
15,설맥,"매장도 춥고 안주 최악.. 다시는 안갈거에요@ 요거트화채: 최악이에요.. 이걸 손님들 먹으라고 만들었다니 충격적이에요. 요거트랑 물을 섞어서 요거트가 덩어리져서 둥둥떠다니고 토맛나요. 그리고 과일도 다 냉동이라 수박이랑 딸기가 물렁물렁해요.. 한두입 먹고 통째로 남기고 왔어요.@ 눈꽃맥주(5,000): 맥주 위에 곱게 갈린 얼음이 올려져있어요. 맥주를 얼려서 갈아낸거라 얼음에서도 맥주맛이 나요. 일반 맥주보다 탄산도 강하고 얼음이랑 섞어먹으니까 엄청 시원했어요. 여름에 마시면 좋을것 같지만 겨울엔 비추에요.",별로
16,설맥,건대 먹자골목쪽 반지하에 위치한 설맥. 눈꽃맥주와 혜자스러운 양의 안주가 특징인곳. 더운날 여러명이 북적북적 맥주마시기에 상당히 좋을듯 :),맛있다
17,백스비어,종원삼촌 언제 호프집도 냈어.... 훌륭한 가성비와 톡쏘는 생맥주언제나 기대에 부응해주셔서 감사합니다!백종원 체인에 오면 기본적인 관리가 잘되고있단 느낌을 받는다. 사람 많은 건대점이라 회전율이 빨라서 그럴지도 모르지만!! 생맥에서 신선함이 느껴졌다. 백삼촌 최고 주문한 메뉴는 소세지인헬이다. Cheesy한 메뉴가 먹고싶어 주문했는데 보시다시피 치즈가 낭낭하게 들어있었다. 이건 마치.... 빽다방 처음 마셨을 때의 감동과 비슷한 느낌이었다.,맛있다
18,백스비어,술이 맛이 없도라구요ㅠㅠㅠ똥집도 잡내나서 많이 못먹었어요아쉬워용,별로
19,심비어,"저렴하면서 맛있는 생맥주집, 심비어!기네스 생맥주 가격이 3000원이라는 기적을 체험하며 맛있게 생맥주를 마실 수 있는 곳! 기네스 뿐만이 아니라 베이비 기네스의 맛을 느낄 수 있는 아이리쉬 카밤 메뉴가 있는데 이게 정말 맛있다. 가격은 5000원. 썰스데이파티에선 작은 샷에 8천원이였는데 이건 850정도의 양에 오천원이라니ㅠ 덕분에 친구들과 즐겁게 마실 수 있었다. 이 외에도 프리미엄 페일에일이 무엇인지 궁금했으나 이는 다음에 제대로 알아보도록 하겠다. 생맥주의 맛이 깔끔한 걸로 보아 관리를 잘 하고 계신 것 같다. 오픈한지 오래되지 않아 맛도 자리들도 모두 깔끔하다. 다만 자리가 크지 않아 최대 30명? 정도만 수용가능해 보였다. 외부안주도 2천원의 추가비용이 붙지만 반입이 가능하다는 점, 생맥주가 맛있는데 그 가격도 저렴하다는점! 사진이 부족한 감이 있는데 빠른 시일내에 재 방문하여 리뷰를 보충하도록 하겠다..!!!!!(메뉴판 사진을 제대로 못찍어 구글에서 검색 후 업로드 하였습니다. 문제시 삭제하도록 하겠습니다.)",맛있다
20,인쌩맥주,"가려던 야키토리집 못가서 그냥 아무데나 들어갔어요. 내부도 깔끔하고 주문을 터치패드로 하는게 좋더라구요. 근데 터치패드 너무 안 먹어서 제 손가락이 소세지인줄,, 육회랑 막창 시켰는데 육회는 뭔가 비려가지고 거의 안먹었고ㅜㅜ 막창 앤 감자튀김이 얀은 적지만 먹을만 했어요. 하이볼이 싸지만 뭔가 쿰쿰한 정로환 향이 나서 추천하진 않고 그냥 맥주에 감튀 정도 드시길 추천드려요.",괜찮다
21,화양맥주,오늘와인한잔스러운 인테리어인데 맥주가 싸고 맛있었어요! 술 모자랄 때 마지막으로 가볍게 들르기 좋은 것 같네요ㅎㅎ,맛있다
22,강변역포장마차11번,으흠 11번 자리나서 가보았죠!! 이모님도 친절하시고 직화구이도 아주 너무나 맛있습니다!!! 반전은 떡볶이 정말 뭐죠!!! 배부르다고 난리나셨던 지인분 못참고 시켜먹었는데 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 안시켰으면 어쩔뻔 ㅋㅋㅋ 찐맛집이네요 고추장 하나로만 맛을 낸건지 뭔지 정말 맛있어요!!!!,맛있다
23,참참치킨&호프,"☆☆☆뭔 흔한 치킨 체인점을 리뷰하나 싶을수도 있다. 하지만 내가 생각할 수 있는 가장 완벽한 치킨을 5번중 4번 구현한 치킨집이다. 한번은 고기가 살짝 말랏다. 만드는 방법도 사장님께 들었는데 대단하셨고. 가격도 8500원으로 매우 저렴하다. 배달은 안됨. 일단 고기가 부드럽고, 염분이 적당하며 매운맛이 살짝 베어잇다.튀김옷은 진짜 고소하다.... 내가 27까지 반오십 치킨을 얼마나 먹었는데 이렇게 맛잇는 치킨은 처음먹어본다. 10만원짜리 파인다이닝이나 스시집보다도 더 감동받은듯.... (심지어 가까움...! 개이득!)",맛있다
24,담벼락,"솔직히 소인만 알고싶은 주막 이옵니다.몇몇 세종대생이나 로컬들만 아는 술집이올듯 하온데.소인 가끔 이집의 계란말이가 생각나면뜬눈으로 밤을 지새우곤 하옵니다.소인은 항상 짜글이찌게,계란말이를 먹사옵니다.단언컨데 이집에서 계란말이에 맛들이시면다른 계란말이는 입에도 못 댈터이니 준비가 되신 분들만 드시옵소서 참치와 치즈입에 넣자마자 눈이 탁 트이는 맛이옵니다.아뢰옵기 황송하오나건대에서 1차 하신 분들께오선 10분 정도 걸어서 이집에서 2차 하시길 소인 간곡히 청하옵니다.",맛있다
25,허니비어,생맥주 덕후로써 남기지 않을 수 없는 후기!건대 너무 더워서 헤매다가 우연히 입간판 보고 들어간 곳. 전 여기가 제발 안없어지길 바래요. 맨날 가고싶어요ㅠㅠ진심 안주도 가져올 수 있고! 청소비 인당 1천원 블랑 생맥 보통 9천원~ 12천원하는데 진짜 4천원인 혜자로운 집입니다. 심지어 카스는 1500원...저처럼 생맥주 마시면 한 네다섯잔은 마셔야 직성이 풀려서 항상 술값이 걱정인 분들 꼭가세요ㅠㅠㅠㅠ 특히 건대서 양꼬치나 마라탕 먹고 이차로 가길 추천. 아니면 건대에 맛있는 거 많으니 사들고 가길 추천. 전담에 홍대마늘떡볶이 사서 갈거에요. 블랑 외에도 기네스 생 레드락 등등 있구료 여러분 기네스 생 엄청 비싼거 아시죠? 꼭 가세요ㅠ,맛있다
26,오술차,가성비 괜찮고 어떤 주종도 커버 가능한 안주가 많다,맛있다
27,미주류,군자에 이런 술집이?그냥 술도 많지만 다양한 전통주가 준비되어 있는곳!한식을 재밌게 표현한 곳인것 같다..!퓨젼 한식술집? 모든 메뉴가 무난하게 맛있었고 다음에 친구도 방문해 보았다는데 다른메뉴들도 맛있었다고?예약하고 갔는데 웨이팅도 조금 있는편?군자에서 데이트 하실 분들 가보시요,맛있다
28,미주류,"ㅈㅁㅌ생일날 친구들과 함께 처음 방문했던 미주류늘 사람도 많고 내부가 이쁘고 사진으로도 예뻐서 한번쯤 꼭 가보고 싶은 곳이었는데 생일날 소원을 이룸한시간? 두시간? 전에 예약을 하고 가서 망정ㅇ지,그냥 갔으면 자리 없어서 못 먹을 뻔했음맛있는 안주와 맛있는 한국 술을 즐길 수 있는 곳이었음안주야 취향따라 고르면 되지만술이라고는 맥주와 소주만 주로 마시는지라 부담스럽디 않은 맛의 맛있는 막걸ㄹ를 추천 받아서 마신게 더 사진속의 호랑이 막걸리? 인데 진짜 너무 맛있어서 계속 먹다가 취하는 그런 술..작지만 이뻤던 잔도  나와서 사진 왕창 찍으며 재밌게 마셨음안주로 시킨 쭈꾸미? 였나 저거 진짜 짱맛있음순삭하고 육회에 매실 맛 나는 다른 술도 추천받아서 시켰는데안주는 말해뭐해였고, 술도 역시 맛났지만 처음 먹은 호랑이가 너무 존맛이라 그걸 두 병 마실걸 하고 살짝 후회했음분위기도 분위기고 맛도 맛이지만무엇보다 남자 직원분 두 분이 계셨는데 (한 분은 사장님 한 분은 직원분같음)진짜 대박 친절하심안주도 술도 하나하나 귀찮아 하지 않으시고 설명해주시고 추천해주셨음꼭 또 가여지..!!",맛있다
29,미주류,"깔끔한 안주와 막걸리 한잔 어때요?요즘 너무 힙해서 예약없이 갈 수 없는 주점이에요. 전 사정상 예약없이 낮술을 하게됐는데 사장님께서 예약시간 6시 전까지 가능하다고 해주셨어요.  하얀 공간에 하얀 테이블, 하얀 접시까지 깔끔 그 자체에요. 육회도 너무 예쁘게 담아주셔서 눈부터 즐거워지는 곳이에요. 막걸리하면 역시 육회와 감자전이죠. 바삭하면서도 꿀을 찍어먹으니 달달한 매력의 치즈감자전도 꼭 드셔보세요.  막걸리 종류도 다양하고 가격대도 다양한데 전 줄포생막걸리가 제일 맛있었어요. 서울에서는 여기서만 판매를 한다고 하고, 달지 않아서 좋았어요. 파란색 병의 선호 막걸리는 첨가물이 들어가지 않아서 달달한 맛이 전혀 없고 깔끔해서 숙취도 없을 것 같아요. 호랑이 막걸리는 요즘 쉽게 찾을 수 있는 것 같던데 좀 달달한 맛이 강하고 부드러워서 여자분들이 많이 선호한다고 하네요.",맛있다
30,미주류,"국물 요리 없는 깔끔한 우리나라 주점이자카야 같은 일본식 선술집이 흔해진 요즈음 한식을 주로 하는 한국 주점을 만나는 것은 오히려 매우 반가운 일이 되었다. Korean Gastro Pub 미주류. 테이블 6개의 조그마한 펍. 식탁마다 candle light 를 놓아 준다. 기본찬으로 오징어젓갈, 깍뚝 썬 당근오이, 도토리묵이 나온다. 안주를 주문하고 기다리는 동안 이것 만으로도 심심치 않다. 홍두깨살을 잘 다져 채 썬 배와 버무려 파와 깨를 뿌린 육회가 대표 메뉴. 김에 육회를 올리고 오이, 배, 무순과 고추냉이를 얹어 싸 먹는다. 양념이 강하지 않다. 김이 soggy 한게 흠이다. 하긴 단단한 일본김을 쓰면 좋겠지만 그러면 한식이 아니지. 차라리 감태가 나을 듯. 청어알을 양념하여 버무린 청어알 다짐을 오이, 두부와 함께 김에 싸서 먹는 요리도 육회와 패턴이 비슷한 간단한 안주다. 짜거나 비리지 않은 청어알 특유의 톡톡 터지는 식감을 즐기는 요리. 감자를 곱게 갈지 않고 얇게 채를 썰어 크고 둥글게 전으로 부치고 모짜렐라를 가운데에, 둘레에는 파마산치즈를 얇게 입힌 피자 같은 감자전. 바깥으로 갈수록 누룽지 같이 빠삭한 느낌이 있고 원중심으로 올수록 피자 도우 같은 식감이다. 재미있는 감자전. 간장에도 꿀에도 좋은 조합을 이룬다. 곤드레나물과 김치를 다진 소 두 가지를 각각 넣어 부친 메밀 전병. 바로 부쳐 내어 따듯하게 즐길 수 있다. 마늘쫑 짱아찌가 찬으로 딸려 나온다. 식사가 될 정도로 양이 많다. 직접 발품을 팔아 전국에서 수집하여 구성한 우리나라 술의 라인업이 독창적. 가벼운 막걸리부터 증류 소주까지 아주 다양하다. 이 집이 한국주점임을 확실히 각인 시켜 준다. 한국의 멋이다. 전체적인 안주가 부담이 없으면서 식사로도 손색이 없다. 보통의 한국 주점의 부글부글 끓이거나 지글지글 굽거나, 시뻘건 국물 있는 식상하고 뻔한 한식 요리가 하나도 없는 게 참 마음에 든다. 셋이 안주 넷에 술 세 병을 마셔도 채 십만원이 나오지 않는다. 비주류가 아니라 한식 주점의 주류가 되도록 오래 오래 업력을 이어가기를 소망한다.",맛있다
31,미주류,로아 / 우렁이쌀 손막걸리 / 등심튀김,맛있다
32,미주류,3번정도 방문했는데 이제야 리뷰를 남기네요.지역막걸리와 전통주를 종류별로 먹어볼 수 있어요전체적인 인테리어도 예쁘고보쌈과 감자전 맛있어요!,맛있다
33,알고,"수제맥주와 안주 둘 다 포기하고 싶지 않다면 이곳으로!오 알고탭소시지가 ‘알고’로 상호변경을 했네요~ 이곳은 저에게 서울에서 수제맥주하면 가장 먼저 떠오르는 곳입니다!! 인스타그램으로 업데이트되는 소식을 많이 봐서 각인이 된 것 같기도하네요ㅎ이곳이 좋은 이유는 맥주, 안주 둘 다 특별하기 때문입니다. 기본 안주 조차도 ‘건대추’를 내주십니다. 적당히 달달하고 향긋해서 어느 맥주와도 잘 어울리는 신기한 조합입니다.수제 맥주는 종류가 다양하고 계속 라인업이 변경됩니다! 안주는 수제 소시지가 주 메뉴인데 매일 사장님께서 만드시는 것으로 알고있습니다! 수제소시지 만들기가 쉽지 않을 것 같은데 계속 고수하시는 것도 너무 존경스럽습니다!!인스타그램으로 @algo__beverage 맥주 라인업 확인 가능하니 살펴보시다가 원하는 맥주있다면 꼭 가보세요~~",맛있다
34,알고,0. 네이버는 그냥 알고 로 나옵니다. 1. 생전 모르는 동네인데 술이 당겨서 문 연곳 찾다가? 몇 군데 찾았었는데 토요일임에도 브레이크 타임가지는 곳이 있던데 이것이 서울의 여유…2. 약간.. 메뉴판에서도 사장님의 마음이 느껴지는 그런 곳 입니다. 애정을 쏟아붓고 있구나 하는. 솔직히 크게 특장점은 없는데 평균 적인 수준이 높다 할만한 집이죠. 맥주는 한잔에 7-9천원 사이이고요. 대체로 8천원. 그래서 많이는 못마시지만 소세지 썰면서 먹다보면 금방금방 다음잔 갑니다. 소세지도 맛있고 코울슬러도 맛있고 분위기도 나쁘지 않아요. 지리상 다시 갈 일은 없겠지만 추천합니다.,맛있다
35,알고,내가 제일 좋아하는 수제맥주집 1인 메뉴도 있어 일 끝나고 창가자리에서 혼자 예능을 보면서 술마시는게 힐링이 된다. 예쁜 인테리어 조용한 분위기 모두 좋다.(화장실도 예쁘다) 창가 자리에 앉아 있으면 시간 가는줄 모르겠다 맥주도 다 맛있고 특히 이곳 소세지가 진짜 맛있다. 사장님께서 직접 만드시는 소시지인데 알고 소시지라고 온라인 판매도 한다. 친구랑 오면 트러플 감자튀김이나 소시지 플레이트를 먹는데 친구들이 다 좋다고 한 곳이다.,맛있다
36,알고,세종대 근처 수제맥주집 찾다가 가보게 되었는데 맥주 종류도 많고 분위기도 괜찮았네요^^안주는 감자튀김만 먹었지만 안주 나오기전 맥주와 함께 나온 말린 대추가 은근 맛 있어서 안주 나오기 전에 대추랑 맥주로 다 먹을뻔 했네요 ㅎ다음에 세종대 근처 갈 일 있으면 또 방문할것 같아요 ㅎ,맛있다
37,알고,새종대학교 근처에 수제 맥주 맛있는 곳!5번이 사과맛이 나는 맥준데 너무 맛있다.☺️,맛있다
38,알고,맥주맛이 괜찮네. 안주도 1인메뉴가 따로 있음. 감튀도 맛있고 말린대추가 과자같아서 은근 좋았음. 그러나 요리하는 공간에 창문이 없는지 몇시간 있다보니 공기가 탁해서 나왔음.,괜찮다
39,알고,건대에도 좋은 수제맥주 전문점이 있다는 단비같은 소식!! 망고플레이트에서 이 곳을 찾고 그동안 무척이나 가고 싶었던 알고탭비어!! 드디어 기회가 되어 동기들을 이끌고 방문하여 다양한 맥주를 많이 맛볼 수 있었다. 결과는 대만족. 수제맥주라 하여 너무 홉을 많이 넣어 쓴 맛이 짙게 나거나 반면 홉과 맥주의 탄산은 따로 노는 경우가 있어 염려스러웠는데 그런 것 전혀 없이 정말 향이 싱그러운 맥주를 맛볼 수 있어 좋았다.  평소 라거만 먹던 사람들이겐 살짝 호불호가 갈릴 수 있다. 같이 갔던 일행중 더치커피맛이 나는 흑맥주를 시켰다 너무 쓰고 강한 맛에 다 못마신 일행이 몇 있었다. 먹어보니 분명 더치커피의 진한 향이 올라오긴 하였지만 나조차 쓴 맛이 다소 나 계속 먹기는 힘들었다. 나는 음맥주와 7번 갈매기 브루잉 맥주를 주문하였는데 둘 모두 아주 만족스러웠다. 메뉴판 사진을 찾아 검색을 해보았는데 사장님이 정기적으로 업데이트를 하시는지 메뉴판 사진을 찾아도 내가 갔을 때와는 달랐다. 7번 갈매기 브루잉 맥주는 유자의 향긋하고 싱그러운 향이 물씬 느껴져 기분 좋게 마실 수 있었다. 블랑을 좋아한다면 강력하 추천한다. 음맥주도  비슷한 느낌이였던 걸로 기억나는데 만족스러웠다. 최근 건대에 어메이징브루잉컴퍼니가 개업한 걸로 아는데 이에 충분히 경쟁력있는 맥주집이라 생각이 든다. 사장님이 페이스북으로도 가게 소식을 상세히 알려주시는데 이게 도움도 많이 되고 여러 행사가 많이 열리는 것 같다. 잘 보다 다음에는 행사도 참여해 봐야지!!건대에 아주 만족스러웠던 수제맥주 전문점!! 다음에 또 가고 싶다,맛있다
40,알고,여긴.. 정말 보물같은 술집이다. 내아지트 없어지고 나서 슬퍼하다가 여기 발견하고 일주일에 많으면 세네번씩 가다 이사오고나서 못가규 있다. 사장님은 철학이 있고 탭리스트 훌륭하고 탭 청결을 엄청나기 관리 잘하시고 일도 성수에 유명한 어메이징브루잉컴퍼니에수 배우셨음. 무엇보다 가격이 너무 착하다 이 가격에 이 탭리스트가 가능한가 싶을 정도.. 나만알고싶은 곳. 하지만 사장님이 잘됐으면 젛겠음ㅋㅋㅋㅋㅋ 그리고 기본으로 주시는 말린 대추가 압권이다 너무 맛있다 진짜 계속 먹고싶다. 프레첼같은 것 보단 훨 낫다. 여기는 수제 맥주 덕후라면 무조건 추천,맛있다
41,알고,입맛에따라 골라마실스 있는 다양한 종류의 수제맥주그리고 정성과 퀄리티가 느껴지는 안주,맛있다
42,알고,탭리스트가 훌륭함. 인테리어도 깔끔. 감튀 존맛,맛있다
