,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
163,종가집마님김밥,서울특별시 영등포구 신풍로 87,기타 한식,만원 미만,1,
164,남다른감자탕,서울특별시 영등포구 도신로 99 유미빌딩,탕 / 찌개 / 전골,만원 미만,1,
165,우동&돈가츠,서울특별시 영등포구 경인로 지하843  영등포역 민자역사,기타 한식,만원 미만,1,
166,대한옥,서울특별시 영등포구 영등포로51길 6,탕 / 찌개 / 전골,만원-2만원,76,4.4
167,또순이네,서울특별시 영등포구 선유로47길 16,고기 요리,만원-2만원,80,4.3
168,부일갈비,서울특별시 영등포구 영중로6길 23-8,고기 요리,만원-2만원,8,4.3
169,선비네,서울특별시 영등포구 영중로20길 4,닭 / 오리 요리,만원-2만원,10,4.3
170,일미집,서울특별시 영등포구 영중로 43 1F,탕 / 찌개 / 전골,만원-2만원,12,4.3
171,그믐족발,서울특별시 영등포구 경인로79길 21,고기 요리,만원-2만원,54,4.2
172,덕원,서울특별시 영등포구 버드나루로길 6,탕 / 찌개 / 전골,만원-2만원,27,4.2
173,대문점,서울특별시 영등포구 영중로10길 30,고기 요리,만원-2만원,33,4.2
174,이조보쌈,서울특별시 영등포구 당산로 244,고기 요리,만원-2만원,33,4.1
175,당산오돌,서울특별시 영등포구 국회대로37길 6 1F,고기 요리,만원-2만원,18,4.1
176,잠수교집,서울특별시 영등포구 도림로 428-1 2F,고기 요리,만원-2만원,3,4.1
177,숙달돼지,서울특별시 영등포구 문래북로 33 1F,고기 요리,만원-2만원,94,3.9
178,기찻길연탄불생고기,서울특별시 영등포구 당산로 247,고기 요리,만원-2만원,15,3.9
179,갈빗,서울특별시 영등포구 도림로125길 14,고기 요리,만원-2만원,8,3.8
180,계림원,서울특별시 영등포구 경인로 807,닭 / 오리 요리,만원-2만원,17,3.8
181,마굿간생고기,서울특별시 영등포구 영중로4길 14 1F,고기 요리,만원-2만원,8,3.8
182,월화고기,서울특별시 영등포구 당산로 34 1F,고기 요리,만원-2만원,13,3.7
183,호수삼계탕,서울특별시 영등포구 도림로 278-4,탕 / 찌개 / 전골,만원-2만원,46,3.6
184,대왕곱창구이,서울특별시 영등포구 당산로 10,고기 요리,만원-2만원,9,3.6
185,구공탄곱창,서울특별시 영등포구 영중로10길 28-1,고기 요리,만원-2만원,17,3.5
186,당산원조곱창,서울특별시 영등포구 당산로45길 9,고기 요리,만원-2만원,11,3.5
187,당산옛날곱창,서울특별시 영등포구 당산로47길 14 태원빌딩 1F,고기 요리,만원-2만원,43,3.4
188,골목집,서울특별시 영등포구 도림로139가길 11,닭 / 오리 요리,만원-2만원,11,3.3
189,여로집,서울특별시 영등포구 영중로10길 25,해산물 요리,만원-2만원,17,3.3
190,원조마늘통닭,서울특별시 영등포구 도림로 471,닭 / 오리 요리,만원-2만원,5,3.3
191,원조부안집,서울특별시 영등포구 당산로32길 10,고기 요리,만원-2만원,5,3.3
192,송원마포갈비,서울특별시 영등포구 도림로147길 1,고기 요리,만원-2만원,9,3.1
193,문래그집,서울특별시 영등포구 선유로22길 3,고기 요리,만원-2만원,14,
194,부여집,서울특별시 영등포구 선유동1로 24,탕 / 찌개 / 전골,만원-2만원,5,
195,문래동냉삼,서울특별시 영등포구 도림로147길 1,고기 요리,만원-2만원,5,
196,팝핀돼지,서울특별시 영등포구 문래북로 58-6 1F,고기 요리,만원-2만원,5,
197,길풍식당,서울특별시 영등포구 양평로 85,탕 / 찌개 / 전골,만원-2만원,4,
198,발칙,서울특별시 영등포구 도림로 436,닭 / 오리 요리,만원-2만원,2,
199,가루,서울특별시 영등포구 당산로31길 19,고기 요리,만원-2만원,5,
200,동서네낙지,서울특별시 영등포구 버드나루로7길 16 2F,해산물 요리,만원-2만원,4,
201,두툼한고깃집,서울특별시 영등포구 당산로32길 4,고기 요리,만원-2만원,5,
202,승남집,서울특별시 영등포구 영중로4길 9-4,고기 요리,만원-2만원,4,
203,계옥정,서울특별시 영등포구 경인로79길 17-2 ,닭 / 오리 요리,만원-2만원,4,
204,토방골,서울특별시 영등포구 당산로 51,고기 요리,만원-2만원,3,
205,정원생고기,서울특별시 영등포구 국회대로34길 7-1,고기 요리,만원-2만원,6,
206,버드폭,서울특별시 영등포구 양평로22길 21 A106-1호,퓨전 한식,만원-2만원,4,
207,등촌샤브칼국수,서울특별시 영등포구 선유로 27,탕 / 찌개 / 전골,만원-2만원,2,
208,강릉수산,서울특별시 영등포구 당산로32길 9,해산물 요리,만원-2만원,2,
209,수뿌레닭갈비,서울특별시 영등포구 영중로10길 10-1,닭 / 오리 요리,만원-2만원,1,
210,양평옥,서울특별시 영등포구 양평로17길 10,탕 / 찌개 / 전골,만원-2만원,6,
211,세광양대창,서울특별시 영등포구 양평로 55 1F,고기 요리,만원-2만원,3,
212,가장맛있는족발,서울특별시 영등포구 당산로 95,고기 요리,만원-2만원,1,
213,해물명가 구룡포,서울특별시 영등포구 영신로54길 8-2,해산물 요리,만원-2만원,1,
214,우리나라삼겹살,서울특별시 영등포구 신길로 14,고기 요리,만원-2만원,3,
215,라메흐까도,서울특별시 영등포구 선유로17길 24 신일아르디세 1F,한정식 / 백반 / 정통 한식,만원-2만원,3,
216,새우숲,서울특별시 영등포구 당산로35길 5-1,해산물 요리,만원-2만원,4,
217,태양정육식당,서울특별시 영등포구 문래로 92-3,고기 요리,만원-2만원,4,
218,한성삼계탕,서울특별시 영등포구 국회대로36길 14,탕 / 찌개 / 전골,만원-2만원,1,
219,육전면사무소,서울특별시 영등포구 양평로17길 8 1F,한정식 / 백반 / 정통 한식,만원-2만원,1,
220,또오또황소곱창,서울특별시 영등포구 영중로10길 32,고기 요리,만원-2만원,4,
221,감계무량,서울특별시 영등포구 당산로45길 2-1,닭 / 오리 요리,만원-2만원,4,
222,우뚝1984,서울특별시 영등포구 당산로28길 5  대성빌딩 1F,고기 요리,만원-2만원,3,
223,구구족,서울특별시 영등포구 당산로37길 2-2,고기 요리,만원-2만원,1,
224,파전닭갈비,서울특별시 영등포구 신풍로8길 2,닭 / 오리 요리,만원-2만원,7,
225,중앙참치식당,서울특별시 영등포구 영등포로43길 14,해산물 요리,만원-2만원,3,
226,곱창고,서울특별시 영등포구 경인로 863 1F,고기 요리,만원-2만원,5,
227,브라더매운갈비찜,서울특별시 영등포구 선유로 33 1F,고기 요리,만원-2만원,4,
228,피셔바,서울특별시 영등포구 당산로52길 8 1F,해산물 요리,만원-2만원,1,
229,대반전,서울특별시 영등포구 신길로 108 남서울아파트,한정식 / 백반 / 정통 한식,만원-2만원,2,
230,홍탁마을,서울특별시 영등포구 당산로36길 3-1,해산물 요리,만원-2만원,1,
231,광명대창집,서울특별시 영등포구 경인로 861-2 1F,고기 요리,만원-2만원,4,
232,퓨전한상집,서울특별시 영등포구 선유로49길 15,고기 요리,만원-2만원,2,
233,능이버섯백숙,서울특별시 영등포구 선유로 32,닭 / 오리 요리,만원-2만원,5,
234,곱창팩토리,서울특별시 영등포구 영중로10길 9-1,고기 요리,만원-2만원,3,
235,무월식탁,서울특별시 영등포구 영중로 15 타임스퀘어 4F,한정식 / 백반 / 정통 한식,만원-2만원,5,
236,달쪽,서울특별시 영등포구 영중로10길 28,고기 요리,만원-2만원,5,
237,토평한우소곱창,서울특별시 영등포구 영중로4길 21-1,고기 요리,만원-2만원,4,
238,냅다청양집,서울특별시 영등포구 당산로32길 12 1F,고기 요리,만원-2만원,3,
239,형제정육식당,서울특별시 영등포구 영등포로50길 12,고기 요리,만원-2만원,1,
240,하우돈곱창,서울특별시 영등포구 영신로19길 12-1,고기 요리,만원-2만원,5,
241,양평닭한마리칼국수,서울특별시 영등포구 국회대로 553,닭 / 오리 요리,만원-2만원,3,
242,당산쭈꾸미,서울특별시 영등포구 당산로 234,해산물 요리,만원-2만원,4,
243,광화문미진,서울특별시 영등포구 영중로 9 신세계백화점 A관 9F,해산물 요리,만원-2만원,3,
244,개미집,서울특별시 영등포구 영신로34길 30 1F,해산물 요리,만원-2만원,2,
245,육첩반상,서울특별시 영등포구 영중로 9  신세계백화점 B1,한정식 / 백반 / 정통 한식,만원-2만원,2,
246,촌놈숯불닭갈비,서울특별시 영등포구 당산로48길 6 대호빌딩,닭 / 오리 요리,만원-2만원,3,
247,서도냉면,서울특별시 영등포구 영등포로19길 9 1F,국수 / 면 요리,만원-2만원,1,
248,당산마루 능이버섯삼계탕,서울특별시 영등포구 선유로54길 9,탕 / 찌개 / 전골,만원-2만원,3,
249,샤브진,서울특별시 영등포구 영중로 9 타임스퀘어 B1,탕 / 찌개 / 전골,만원-2만원,3,
250,훈장골,서울특별시 영등포구 도신로49길 3 홍인빌딩,고기 요리,만원-2만원,2,
251,항정사이,서울특별시 영등포구 영중로4길 13-1,고기 요리,만원-2만원,2,
252,돈가랑우가랑,서울특별시 영등포구 영신로19길 5-3,고기 요리,만원-2만원,1,
253,김가네감자탕,서울특별시 영등포구 영등포로 392,탕 / 찌개 / 전골,만원-2만원,2,
254,제주회집,서울특별시 영등포구 당산로49길 12-2,해산물 요리,만원-2만원,2,
255,바보생고기식당,서울특별시 영등포구 도신로 63 태원빌딩,고기 요리,만원-2만원,2,
256,영등포꽃삼,서울특별시 영등포구 영중로4길 6 1F,고기 요리,만원-2만원,2,
257,진미소곱창,서울특별시 영등포구 선유로52길 14-1,고기 요리,만원-2만원,2,
258,솥돈,서울특별시 영등포구 도림로 434-4 1F,고기 요리,만원-2만원,3,
259,예가원,서울특별시 영등포구 영신로32길 32,한정식 / 백반 / 정통 한식,만원-2만원,2,
260,가인채,서울특별시 영등포구 당산로 42 홈플러스 영등포점 2F,탕 / 찌개 / 전골,만원-2만원,2,
261,도림동두부마을,서울특별시 영등포구 도영로 45-1,한정식 / 백반 / 정통 한식,만원-2만원,2,
262,동동갈비,서울특별시 영등포구 양평로 75,고기 요리,만원-2만원,1,
263,홍수계찜닭,서울특별시 영등포구 영중로 15 타임스퀘어 B1,닭 / 오리 요리,만원-2만원,10,
264,푸라닭,서울특별시 영등포구 가마산로89길 8 1F,닭 / 오리 요리,만원-2만원,4,
265,정솔닭한마리,서울특별시 영등포구 영중로4길 30,닭 / 오리 요리,만원-2만원,3,
266,원조부안집,서울특별시 영등포구 신길로 108,고기 요리,만원-2만원,2,
267,사계진미숯불닭갈비,서울특별시 영등포구 양평로 67,닭 / 오리 요리,만원-2만원,1,
268,소담촌,서울특별시 영등포구 영등포로 21 양평빌딩 3F,탕 / 찌개 / 전골,만원-2만원,1,
269,삼우치킨,서울특별시 영등포구 시흥대로 671,닭 / 오리 요리,만원-2만원,3,
270,쏘스삼겹살,서울특별시 영등포구 버드나루로19길 5,고기 요리,만원-2만원,3,
271,고기먹삼,서울특별시 영등포구 경인로72길 6,고기 요리,만원-2만원,1,
272,초대창,서울특별시 영등포구 당산로 34 112-113호,고기 요리,만원-2만원,3,
273,신촌황소곱창,서울특별시 영등포구 영중로4길 15,고기 요리,만원-2만원,2,
274,도돌곱창전골,서울특별시 영등포구 선유로 83 1F,탕 / 찌개 / 전골,만원-2만원,3,
275,오징어마을,서울특별시 영등포구 영중로4길 22-1,해산물 요리,만원-2만원,1,
276,한신포차,서울특별시 영등포구 양평로 53 B1,닭 / 오리 요리,만원-2만원,1,
277,옛날그집마포주먹고기,서울특별시 영등포구 영등포로 371-1,고기 요리,만원-2만원,1,
278,강경순계절맛집,서울특별시 영등포구 당산로 214  210호,한정식 / 백반 / 정통 한식,만원-2만원,1,
