,가게이름,리뷰아이디,리뷰,맛평가
11,삼오순대국,냠냠PD,"[언제 먹어도 맛있는 든든한 순대국밥]불광역 삼오순댓국 아직 안드셔보신 분 계시나요?꼭 드셔보시길 추천드립니다.이 집은 아예 간을 안한 상태로 순댓국을 주기 때문에새우젓, 다대기, 소금&후추, 깍두기 국물 등 본인이 원하는 스타일대로 만들어서 먹을 수 있다는 게 장점입니다.특히! 부속으로 나오는 각종 고기들+순대는 먹어도 먹어도 줄지 않습니다.. 진짜 꼭 한번 드셔보세요!",맛있다
12,삼오순대국,BenjaminYuki,20년 가까이 다니는 순댓국집인데 요즘은 조금 장사방식이 많이 변경된거 같은 느낌 아마도 할머니께서 하시다가 젊은 친구들이 가업을 잇고자 장사를 해서 그런듯 맛은 조금 변했지만 그래도 이곳이 최고이다,맛있다
13,삼오순대국,냠냐룽,여긴 순대국으론 이미 탑이라... 얼큰순대국을 만족스럽게 먹었지만 수육을 리뷰하려합니다ㅎㅎ 정말 정갈하게 왕창 나오는 이곳의 수육... 덩치좋은 3인 기준으로 중 짜리를 시켰는데 남겼습니다....!! 순대국도 여기선 특을 못 먹는다는걸 깜빡하고 크게 시켜버렸네요... 곱창부분은 좀 돼지잡내가 납니다! 이부분 참고해주세여,맛있다
14,삼오순대국,냠냠PD,"[언제 먹어도 맛있는, 대조시장 맛집 삼오순댓국]언제든 뜨끈~한 순대국 한사바리는 늘 진리 아닙니까?저는 자택 근처에 이런 맛집이 있다는게 정말 행운아라고 생각합니다.이번엔 포장을 해서 먹어봤는데요, 포장은 밥이 없는 대신 사장님 피셜로 국물 고기를 더 넉넉하게 주신다고 합니다. 그리고 진짜 한그릇에 두번 먹을 양이 나와서 나눠먹었어요.불광역 방문하실 일이 있다면 꼭!! 드셔보시길 강추합니다",맛있다
15,삼오순대국,웃음을감추지못하는먹냥,"순대국, 얼큰순대국 반반(고기+순대7개) 메뉴로 시켰습니다! 너어무 맛있고 국물도 순대도 고기도 잡내없이 넘 맛있었어요!!^_____^ 자주 갈 것 같네요",맛있다
16,삼오순대국,머큐리 ,은평에서 순대국 입에 올릴 때 빠지면 섭섭한 불광 <삼오순대국>. 순대국/7000. 명불허전. 은평에 순대국 맛있는 집 왜케 많죠?순대의 맛 자체는 일반적이었는데 부속 고기들의 식감이 너무 좋았다 동네 순대국 수준을 훨~~~씬 상회하는 맛. 난 못 지나쳐여....,맛있다
17,삼오순대국,냠냠PD,"[먹어도 먹어도 계속 나오는 내장과 순대의 향연]대조시장에서 오랫동안 맛집 대표로 군림한 삼오순댓국.최근에는 배달도 시작했다.사실 화자는 잘 모르다가, 최근에 추천받아 먹게 되었는데한입 먹자마자 “불광동에서 인생 헛살았다”고 할정도로 넘 맛있었다.삼오순댓국은 처음에 간이나 다대기를 하지 않은 채로 나와서, 나의 기호에 맞게 간을 맞출 수 있다는 것이 장점. 각종 내장도 가득 주는게 나에겐 극호이다(당연히 순대만도 가능)이 가격에 이 퀄리티 순댓국은 춥고, 비오는 날이면 계속 생각나게 하는 곳이랄까. 은평구에 사신다면 꼭 한번은 드셔보시길 강추!",맛있다
18,삼오순대국,chanwook_ie,"가게 입구에 고기 부속을 다듬는 곳이 있어 문을 열고 들어가면 돼지 냄새가 강하게 풍긴다. 순댓국은 고기만, 순대만, 고기 순대 섞어 등 취향에 맞게 선택할 수 있다.순대는 수제인데 껍질이 질기지 않고 쫄깃한 느낌이 들어 찹쌀이 들어간듯하다. 순댓국에는 고기가 엄청 푸짐해서 성인 남성에게도 전혀 부족하지 않을만한 양이다.",맛있다
19,삼오순대국,북가좌동,국밥 좋아하는데 내 인생 최악의 순대국..국물 맛없음  맛이 없다는게 그냥 국물에서 시원하다거나 칼칼하다거나 아무 맛이 없음..고기 잡내 심함 위생적인 부분도 별로고 손님들도 연령대가 높다보니 젊은 사람들이 가서 먹을만한 곳이 못 됨.배고팠는데 몇술 안 뜨고 시장에서 떡볶이 튀김 먹음..,별로
20,삼오순대국,나영이,예전부터 불광역 아재 성지라길래 궁금했는데 생각보단 평범.. 아무래도 포장이다보니 맛이 다를 수 있다 생각하는데 국물의 깊은 맛이나 김치의 보조 이런 면에서 메리트가 없어서 인상적이지 않았어요! 그나마 부속고기가 부위가 다양하고 식감이 좋았는데 순대국이란 게 국물 맛에 좌우되는 경우가 많아서 아쉬움이 있었어요. 그리고 순대보단 부속 고기가 괜찮아서 순대가 적은 건 오히려 좋았던 것 같아요,괜찮다
21,삼오순대국,플렉서,한마디로 굿 굿 굿인것입니다순대수육 소자 10 000  가성비좋고 무지 부드럽다 순대에 곁들여나오는 그 머릿고기같은건가했는데 야들야들 부드럽고 맛있다 순대국은 간이 쎄지않고 진득하지않으며 맑고 깊다 이집강추 막걸리가 술술 넘어가는 맛이다 리모델링하고 시설도 깔끔했다 강추 순대국 7,맛있다
22,삼오순대국,뎅,옜날순대국집고기  듬뿍육수는 연한편아무래도 시장안에 있다보니낮술하시는분들이 많아시끌시끌 함,괜찮다
23,삼오순대국,김기훈,국밥은 적당히 맛있고 수육이 개맛있음국밥만 3.5수육 같이 먹으면 4.1,맛있다
24,삼오순대국,Brucelist,"3.5/5나쁘지 않았지만 정신없던 식당음식 나오는 속도 빠름 하지만 기대를 너무 많이해서 그랬는지 실망너무 청결하지 못하고 직원이 너무 바쁨근처 순대국집이 없어서 잘되는 것 같음순대국 맛, 기본은 지키는 식당화장실 문의예약 문의주차 문의",괜찮다
25,삼오순대국,마시쪙,엄청난 인생 순대국 맛은 아님!줄서서 먹고 유명할 만큼의 순대국인가 생각하면 그것도 아님!하지만 순대 자체가 쫀득하고 맛있고 순대나 국물에서 돼지 잡내가 안나는 것만으로도 만족스럽습니다.인생 순대국은 산본에있는 전주순대국인가 그런데 이제 너무 멀어서 못가니 대체재를 찾기가 힘듭니다 흐그.ㅡㅎㄱ흑흑,맛있다
26,삼오순대국,이보민 李潽旼 Min Lee,평점 3.2명성에 비해 평범,괜찮다
27,삼오순대국,망고,완전 실망. 여름에 갔었는데 더워죽는줄 알았고간도 안맞고 고기는 많았던거 같은데 먹고난 후 배아팠음. 가게 위생상태 별로고 맛은 보통,별로
28,삼오순대국,Raon's father,서울 순대국 no.1 이건 먹어봐야돼. 수요미식회 순대국 편이 있다면 나올집,맛있다
29,진김밥,Nyn,"점심시간이면 줄 서서 사가는 김밥집. 줄 없으면 먹어보시길!주말 4시 정도였는데, 가게 앞에 줄이 하나도 없어서 재빠르게 사왔다. 줄을 서는 이유는 포장만 하는 집인 것도 한 몫을 하는 것 같다. 줄 서있으면 사장님께서 가게문을 빼꼼 열어 주문받고, 계산해 주시고 잠깐 기다려주세요~ 하신다. 김밥 한 줄, 주먹밥 한 개 나오는데 4분쯤 걸렸다. 가격이 올랐는데도 제일 비싼 메뉴인 모듬김밥이 5000원이다. 소고기김치볶음김밥(4,000)양념이 많고 복잡한 게 매력인 김밥이다. 매콤달콤새콤하고, 만족스러운 사이즈! 밥은 얇은 층으로 둘러있고, 김밥 속재료를 워낙 아낌 없이 넣으셔서 사람에 따라서 간이 좀 세게 느껴질 수도 있을 것 같다. 솔직히 소고기 맛은 잘 모르겠지만.. 달달한 볶음김치 맛을 생각하면 될 것 같다. 우엉이 특히 많이 들어있다. 참치주먹밥 (2,500)정말 성인 남성의 주먹같다. 묵-직 하다. 겉면이 후리가께로 뒤덮여 있어서 감칠맛을 책임진다. 속에 참치마요는 생각보다 간이 순했고, 옥수수 알갱이도 간간이 씹혀서 재밌었다. 이 두 가지가 꿀조합인 것 같다. 소고기김치볶음은 간이 세고, 참치마요는 순둥순둥 하니 서로 보완을 해 준다. 일반적인 김밥 사이즈의 배로 두꺼워서 양이 금방 찬다. 찾아가서 먹을 정돈 아니지만 지나는 길이라면 충분히 사 먹어볼만 하다.",맛있다
30,진김밥,chanwook_ie,"본가 근처라서 가끔 방문해서 김밥 몇 줄씩 포장해먹던 곳이다. 프리미엄 김밥처럼 속 재료가 특별하지는 않으나 기본적인 재료들이 터질 듯이 많이 들어간 김밥이다.김밥은 총 네 가지가 있는데 개인적으로 참치김밥이 제일 맛있는 것 같다. 다른 김밥도 무난해서 딱히 이유랄 건 없고 참치김밥이 가장 칼로리가 높기 때문 아닐까 싶다.남성분들은 여기 김밥 한 줄에 컵라면이면 아주 배부르게 드실 수 있고 여성분들은 한 줄도 배불러서 못 드실 수 있다. 줄이 좀 길긴 해도 가성비 생각하면 먹어볼 만하다.김밥을 포장해서 바로 옆에 있는 가이오국수라는 곳에서 드시는 분들이 많다. 아직 가보지는 못했는데 육수가 유명하다고 하니 멀리서 오셨다면 참고하셔도 될 듯하다.첨부한 사진은 대조동 제일시장에 있는 분식집에서 포장한 떡볶이, 납작만두와 함께 먹은 모습이다. 대구 납작만두 좋아하시는 분들은 제일시장도 들러보셨으면 한다.",맛있다
31,진김밥,젊어서먹으세,"진김밥은 착한 가격에 크기가 크고 기본 구성이 좋은 김밥으로 유명해서 언제나 줄이 길다. 가게 밖에서 주문하고 카드를 건네주고 서서 김밥을 받는 포장전문집이다. 시금치나물보다는 생야채가 많이 들어가서 꼭꼭 씹어먹어야 한다. 소고기김치김밥, 참치김밥 등 여러 맛을 먹어봤는데 기본김밥이 제일 입맛에 맞다. 참치 양이 많기로 유명한 곳은 따로 있고, 소고기 양보다는 김치 맛이 좀 달고.. 매운고추김밥은 고추장아찌가 아닌 청양고추가 생으로 들어가서 바르다김밥 같은 브랜드김밥보다 더 심심한 맛이다. 오히려 기본에 충실한 맛이라 좋은데, 너무 바쁘셔서 그런지 김밥 한줄은 맛살을 빼먹으셨다...ㅎㅎ옆집 가시오국수에서 멸치 우린 국수 국물을 사다가 함께 먹으면 조합이 깔끔하고 개운하다.",괜찮다
32,진김밥,머큐리 ,"동네에 소문이 자자한 김밥맛집, 구산역 <진김밥>.푸짐한 양이 큰 메리트로 기본 야채-진김밥을 가장 추천 소고기김치김밥도 준수하나 가성비가 내 기준 떨어진다 생각여기서 진김밥 포장하여 옆집 가서 국수랑 먹으면 딱임",맛있다
33,진김밥,나영이,아침 7시 오픈인데 그 때부터 이미 줄 서서 김밥을 사길래 궁금해서 기다렸다가 사봤어요. 티비에도 나왔는데 저렴한데 속이 꽉 찬 든든한 김밥으로 유명한 것 같아요!기본 김밥은 너무 무난할 거 같아서 소고기김치볶음김밥 먹었는데 솔직히 소고기 맛은 잘 모르겠고 김치볶음이 들어간 김밥은 처음이라 생소한 재미는 있었어요. 그리고 아침 대용으로 아주 든든한 느낌이라 둘이 한 줄 먹어도 전 아주 든든했어요!멀리서 찾아갈 정도는 아니고 뭔가 김밥 싸서 피크닉 가고 싶을 때 한 번 더 찾을 거 같은 집.,괜찮다
34,진김밥,무화과,늘 줄서서 먹는 은평구 김밥집입니다.오전 7시쭘 갔더니 대기줄이 없었어요내용물 꽉꽉 들어간 커다란 김밥이2천원이라서 유명해진 말그대로 김밥!!!전문점입니다.김밥과 주먹밥만 팔고 포장만 가능해요.사실 은평구 밖에서 찾아올 정도는 아니에요.가성비 갑 김밥으로 유명한 곳이라서요.흔히 떠올리는 김밥의 맛과 모양입니다.다만 쌀에 대해 자부심이 있다는 점과오로지 김밥 하나로만 승부를 건다는 점에서많은 점수를 주고 싶습니다.근처 들르면 한줄 포장하시는 것도 나쁘지 읺아요.냠냠 먹으면서 올리는 중인데 반줄 먹었는데 배가 차기 시작하네요.김밥 한줄로 간단하게 한끼 해결 가능할 듯 합니다,괜찮다
35,진김밥,아이고난324,확실히 두꺼운 김밥..특히 우엉이 많이들어있다퇴근시간대에 줄이 길다..,괜찮다
36,진김밥,ethanghymn,"오베르망에서 실망한 후 나와서 지하철역으로 향하다 보니 자그마한 가게 앞에 사람들이 줄을 서 있길래, 뭐지 하면서 보니 김밥집이었음. 점심시간 전이었는데도 벌써부터 줄을 선 다면 맛집이 아닐까 해서 나도 모르게 줄을 섬. 헐..뭔지도 모르고 얼떨결에 줄을 섰는지라 다급하게 망플을 열었는데 아직 등록도 안되어 있음. 헐.. 다시 네이버에서 검색해보니 주로 나오는게 소고기김치볶음김밥과 참치김밥인거 같은데, 줄이 길진 않았어서 곧 내 차례인지라 급한 마음에 앞에 줄 서 계시던 아주머님께 뭐가 유명한지 여쭤보니 역시나 소고기김치볶음김밥과 참치김밥을 얘기하시길래 평소라면 참치김밥을 주문했겠지만 이 집 만의 독특한 메뉴이고 유명한 것 같은 소고기김치볶음김밥을 한 줄 주문하고 현금으로 계산함.즉석에서 싸 주시는데 재료가 듬뿍듬뿍 들어가는게 보임. 금방 싸 주셨는데 묵직함.가져와서 풀어보니 일반 김밥 사이즈의 1.5배쯤 큰데 김밥속이 대부분일 정도로 내용물이 듬뿍 들어있음. 무슨맛이길래 그렇게 줄 서 있었을까 하며 한개를 집어 입을 크게 벌리고 베어무니 살짝 매콤하면서 달달함. 아, 여기도 달달하네 함. 원래 김치가 들어간 김밥같은건 별로 안 좋아하는데 지금은 줄이 어마어마하다고 해서 안 가봤지만 예전에 숙대 앞 한입소반에서 묵은지참치김밥을 먹었는데 절묘하게 은은하게 시큼한 묵은지 맛이 매력이 있어서 그 후로도 한두번인가 갔던 좋은 기억이 있는데, 여기 김밥은 푸짐한 속재료와 2,500원이란 저렴한 가격이 매력이고 그래서 손님이 많은건 이해됐지만 내 입맛엔 좀 티나게 달달해서 별로였고 금방 질릴것 같았음. 그리고, 재료들도 뭔가 조화롭게 어우러진 맛이라기 보단 덜 어우러진 맛이어서 저렴한 가격 대비 푸짐한 김밥 속과 커다란 김밥은 매력이 있으나 맛으로는 별로였음.결론적으로, 내가 맛 본 소고기김치볶음김밥 기준으로 소고기는 잘 안 느껴졌고, 아무튼 달달하고 매콤한 맛은 내 기준으로는 좀 과하게 달달해서 별로였지만 푸짐한 김밥속과 커다란 김밥, 저렴한 가격은 왜 줄 서는 집인 줄 알 수 있었고, 아마도 내 입맛에는 참치김밥이 더 맞았을거 같은데, 너무 흔한 김밥이어서 이 집만의 특별한 소고기김치볶음김밥을 한번 맛본 걸로 만족하고 만약에 다시 이 동네를 다시 방문할 기회가 있으면 참치김밥을 맛보는걸로..",별로
37,허니돈,르웬,"내월급(이랑 이 가게)빼고 다올라!물가가 어마어마하게 오른 요즘!냉면하나도 만원이 넘고 8천원 이하로는 도저히 식사가 불가능한 이 시대에 이곳은 메뉴당 평균 가격이 무려 1-2천원대다!젤 비싼 탕수육이 2천원, 떡볶이, 비빔국수가 1,500원, 멸치국수, 튀김, 김밥은 1천원!!!!!!가성비를 고려하지않더라도 객관적인 맛도 괜찮다!!국수빼고 포장도 된다하니 이런 착한가게가 어디 또 있을까. 제발 가격 올리지말고 더더욱 번성해서 부자되세요 사장님!! :)",맛있다
38,허니돈,서영,항상 허니돈에 갈 때마다 부담 없이 시킬 수 있어서 좋고 갈 때마다 줄이 꽤 긴 편인데도 음식이 빨리 빨리 나와서 줄도 금방 빠져요 ! 싼 맛에 간다고 하지만 싼 걸 떠나서 너무너무 맛있습니다 ㅠ ㅠ Nc 가면 무조건 들러서 뭐라도 하나 먹는 거 같아요 :) 아 그리고 테이블도 꽤 있지만 항상 테이블이 꽉 차 있어요 ㅠ ㅠ,맛있다
39,허니돈,백반남자 ,역시 가성비는 짱임.,맛있다
40,허니돈,백반남자 ,"탕수육, 떡볶이 3500원의 행복",맛있다
41,허니돈,백반남자 ,NC마트 장보기전 허기진 배를 3500원저렴하게 해결해주는 고마운 곳,맛있다
42,허니돈,달다,가성비내리는 곳. 맛도 갠춘,괜찮다
43,허니돈,가마니멍하니,#탕수육지난번에 썼던 리뷰 번복합니다!!! 지금까지 대여섯번 더 먹어보니 여기만한 탕수육이 읍써요. 천원대에. 2만원짜리 탕수육이라면 당연히 천오백원짜리보다 더 맛있어야지요!!찍먹하면 분식집 탕슉같이 부스슥하게 부서지지만 부먹해먹으면 1500원 퀄리티가 전혀 아니에요. 이거에 길들여지면 다른 탕수육 먹기 돈아깝다고 느껴집니다.,맛있다
44,허니돈,들깨러버,가격이 아주아주 저렴해요. 가격에 비해선 너무 좋은 음식이지만 다시 사먹을 것 같진 않습니다ㅜㅜ,괜찮다
